index,0
John Russell Young,Irish emigrants to the United States (before 1923)
Richard Young (New York congressman),Irish emigrants to the United States (before 1923)
Thomas L. Young,Irish emigrants to the United States (before 1923)
W. J. Young,Irish emigrants to the United States (before 1923)
Barbara Adriaens,17th-century LGBT people
John Atherton,17th-century LGBT people
Antonio Barberini,17th-century LGBT people
Henry Grey Bennet,17th-century LGBT people
Scipione Borghese,17th-century LGBT people
Lady Frances Brudenell,17th-century LGBT people
Benedetta Carlini,17th-century LGBT people
Nicolas Chalon du Blé,17th-century LGBT people
"Charles II, Duke of Mantua and Montferrat",17th-century LGBT people
Jacques Chausson,17th-century LGBT people
Chen Weisong,17th-century LGBT people
François-Timoléon de Choisy,17th-century LGBT people
"Henri Coiffier de Ruzé, Marquis of Cinq-Mars",17th-century LGBT people
"Edward Hyde, 3rd Earl of Clarendon",17th-century LGBT people
Richard Cornish (shipmaster),17th-century LGBT people
Charles Coypeau d'Assoucy,17th-century LGBT people
Catalina de Erauso,17th-century LGBT people
"Armand de Gramont, Comte de Guiche",17th-century LGBT people
Thomas(ine) Hall,17th-century LGBT people
Richard Heber,17th-century LGBT people
Lady Catherine Jones,17th-century LGBT people
"Philippe, Chevalier de Lorraine",17th-century LGBT people
Louis XIII,17th-century LGBT people
"Louis, Count of Vermandois",17th-century LGBT people
Jean-Baptiste Lully,17th-century LGBT people
Manabe Akifusa,17th-century LGBT people
Hortense Mancini,17th-century LGBT people
Philippe Jules Mancini,17th-century LGBT people
Marie Magdelaine Mouron,17th-century LGBT people
Atto Melani,17th-century LGBT people
Sarah White Norman,17th-century LGBT people
Titus Oates,17th-century LGBT people
Lisbetha Olsdotter,17th-century LGBT people
"Philippe I, Duke of Orléans",17th-century LGBT people
Geneviève Prémoy,17th-century LGBT people
Johann Rosenmüller,17th-century LGBT people
Joost Schouten,17th-century LGBT people
"Anne Lennard, Countess of Sussex",17th-century LGBT people
Tokugawa Iemitsu,17th-century LGBT people
Tokugawa Ienobu,17th-century LGBT people
Tokugawa Tsunayoshi,17th-century LGBT people
Catherine Trianon,17th-century LGBT people
"Jacques Vallée, Sieur Des Barreaux",17th-century LGBT people
"Louis Joseph, Duke of Vendôme",17th-century LGBT people
Théophile de Viau,17th-century LGBT people
"Juan de Tassis, 2nd Count of Villamediana",17th-century LGBT people
Yanagisawa Yoshiyasu,17th-century LGBT people
Louis de Bussy d'Amboise,LGBT people from France
Gérard Araud,LGBT people from France
Sophie Arnould,LGBT people from France
Pierre Balmain,LGBT people from France
Jacques de Bascher,LGBT people from France
Christophe Beaugrand,LGBT people from France
Brigitte Boucheron,LGBT people from France
Rudolf Brazda,LGBT people from France
Roland Caillaux,LGBT people from France
Marcel Carné,LGBT people from France
Jacques Chazot,LGBT people from France
Jean-Pierre Coffe,LGBT people from France
"François Louis, Prince of Conti",LGBT people from France
Daniel Cordier,LGBT people from France
Dominique Crenn,LGBT people from France
Marie-Louise Damien,LGBT people from France
Richard Descoings,LGBT people from France
Christian Dior,LGBT people from France
Jean Diot and Bruno Lenoir,LGBT people from France
Joseph Doucé,LGBT people from France
Olivier Ducastel,LGBT people from France
Chevalier d'Éon,LGBT people from France
Claire De Forbin,LGBT people from France
Caroline Fourest,LGBT people from France
Frede (cabaret manager),LGBT people from France
Jean Paul Gaultier,LGBT people from France
Raphaël Gérard,LGBT people from France
Max Jacob,LGBT people from France
"Jean II, Bishop of Orleans",LGBT people from France
Eric Lanlard,LGBT people from France
Frédéric Lopez,LGBT people from France
Christian Louboutin,LGBT people from France
Hubert Lyautey,LGBT people from France
Alain-Philippe Malagnac d'Argens de Villèle,LGBT people from France
Marie Joséphine of Savoy,LGBT people from France
Jacques Martineau,LGBT people from France
Phia Ménard,LGBT people from France
Les Mignons,LGBT people from France
Nicky Doll,LGBT people from France
Charles de Noailles,LGBT people from France
Andre Oliver,LGBT people from France
Thierry Paulin,LGBT people from France
Ines Rau,LGBT people from France
Mlle Raucourt,LGBT people from France
Yves Saint Laurent (designer),LGBT people from France
Thierry Schaffauser,LGBT people from France
Gab Sorère,LGBT people from France
"Maurice Talvande, Count de Mauny Talvande",LGBT people from France
Auguste Taveau,LGBT people from France
André Téchiné,LGBT people from France
Henri-Lambert de Thibouville,LGBT people from France
Charles Trenet,LGBT people from France
Fiammetta Venner,LGBT people from France
"Charles, marquis de Villette",LGBT people from France
Lambert Wilson,LGBT people from France
Leona Winter,LGBT people from France
Hélène van Zuylen,LGBT people from France
Berenice Abbott,LGBT people from Ohio
Suicide of Leelah Alcorn,LGBT people from Ohio
Ted Allen,LGBT people from Ohio
Kevin Allison,LGBT people from Ohio
Linas Alsenas,LGBT people from Ohio
Ellis Avery,LGBT people from Ohio
Jamie Babbit,LGBT people from Ohio
Baby Dee,LGBT people from Ohio
Aaron Belkin,LGBT people from Ohio
Jonathan Bennett (actor),LGBT people from Ohio
Robert Berdella,LGBT people from Ohio
Jake Borelli,LGBT people from Ohio
Crystal Bowersox,LGBT people from Ohio
Sascha Brastoff,LGBT people from Ohio
Raymond Braun,LGBT people from Ohio
Seth Bringman,LGBT people from Ohio
Rhea Butcher,LGBT people from Ohio
Jerome Caja,LGBT people from Ohio
John Cavanaugh (sculptor),LGBT people from Ohio
Jok Church,LGBT people from Ohio
Charles Clegg,LGBT people from Ohio
Hart Crane,LGBT people from Ohio
Cheryl Crawford,LGBT people from Ohio
Gavin Creel,LGBT people from Ohio
Joel Crothers,LGBT people from Ohio
Michael Cunningham,LGBT people from Ohio
Augustus Granville Dill,LGBT people from Ohio
Michael Dively,LGBT people from Ohio
JD Doyle,LGBT people from Ohio
Margaret Drugovich,LGBT people from Ohio
Rebecca Drysdale,LGBT people from Ohio
James Dallas Egbert III,LGBT people from Ohio
Andrew Evans (travel writer),LGBT people from Ohio
Evan Fallenberg,LGBT people from Ohio
Michael Feinstein,LGBT people from Ohio
Susan Feniger,LGBT people from Ohio
Leo Ford,LGBT people from Ohio
Darlene Garner,LGBT people from Ohio
Lisa Graumlich,LGBT people from Ohio
Steven Greenberg (rabbi),LGBT people from Ohio
Joel Grey,LGBT people from Ohio
Barbara Grier,LGBT people from Ohio
Patricia Grossman,LGBT people from Ohio
Shannon Hardin,LGBT people from Ohio
Patti Harrison,LGBT people from Ohio
Donald Harvey,LGBT people from Ohio
Johnny Hazzard,LGBT people from Ohio
Elle Hearns,LGBT people from Ohio
Anne Heche,LGBT people from Ohio
John Heilman,LGBT people from Ohio
Fred Hersch,LGBT people from Ohio
Richard A. Heyman,LGBT people from Ohio
Lora Hirschberg,LGBT people from Ohio
Libby Holman,LGBT people from Ohio
Avery Hopwood,LGBT people from Ohio
Natasha Howard (basketball),LGBT people from Ohio
Richard Howard,LGBT people from Ohio
Todd M. Hughes,LGBT people from Ohio
Ross Hunter,LGBT people from Ohio
India Ferrah,LGBT people from Ohio
Daniel Innis,LGBT people from Ohio
Philip Johnson,LGBT people from Ohio
Michael Kantaras,LGBT people from Ohio
Roberta Kaplan,LGBT people from Ohio
Frances Kellor,LGBT people from Ohio
Ellen Kushner,LGBT people from Ohio
Kay Lahusen,LGBT people from Ohio
Nancy Ledins,LGBT people from Ohio
Rex Lee (actor),LGBT people from Ohio
Reichen Lehmkuhl,LGBT people from Ohio
Lori Lightfoot,LGBT people from Ohio
Paul Lynde,LGBT people from Ohio
Trace Lysette,LGBT people from Ohio
Chris Marchant,LGBT people from Ohio
Gregory Markopoulos,LGBT people from Ohio
Mac McClelland,LGBT people from Ohio
Abby McEnany,LGBT people from Ohio
Scott McPherson,LGBT people from Ohio
Kameron Michaels,LGBT people from Ohio
Tad Mosel,LGBT people from Ohio
Brian Mosteller,LGBT people from Ohio
Billy Newton-Davis,LGBT people from Ohio
Jim Obergefell,LGBT people from Ohio
Robert O'Hara,LGBT people from Ohio
Mary Oliver,LGBT people from Ohio
Rory O'Malley,LGBT people from Ohio
Catherine Opie,LGBT people from Ohio
Maulik Pancholy,LGBT people from Ohio
Trey Pearson,LGBT people from Ohio
Jo Ellen Pellman,LGBT people from Ohio
Jack Plotnick,LGBT people from Ohio
Oreste Pucciani,LGBT people from Ohio
Ellen Ratner,LGBT people from Ohio
Katie Reider,LGBT people from Ohio
Lili Reinhart,LGBT people from Ohio
John Roecker,LGBT people from Ohio
Mary M. Rowland,LGBT people from Ohio
P. Craig Russell,LGBT people from Ohio
Terry Ryan (writer),LGBT people from Ohio
Chris Seelbach (politician),LGBT people from Ohio
Lynn Shelton,LGBT people from Ohio
David J. Skal,LGBT people from Ohio
Cory Michael Smith,LGBT people from Ohio
Jack Smith (film director),LGBT people from Ohio
Stephen Snyder-Hill,LGBT people from Ohio
Todd Stephens,LGBT people from Ohio
Samuel Steward,LGBT people from Ohio
Alyson Stoner,LGBT people from Ohio
Billy Strayhorn,LGBT people from Ohio
Stephen Stucker,LGBT people from Ohio
Chris Stuckmann,LGBT people from Ohio
John-Michael Tebelak,LGBT people from Ohio
Steve Tracy,LGBT people from Ohio
Jackie Warner,LGBT people from Ohio
Nina West,LGBT people from Ohio
Emil Wilbekin,LGBT people from Ohio
Reggie Williams (activist),LGBT people from Ohio
Chris Willis,LGBT people from Ohio
Mary Wiseman,LGBT people from Ohio
Robert Watson Wood,LGBT people from Ohio
Jacqueline Woodson,LGBT people from Ohio
John Yang (journalist),LGBT people from Ohio
Jerome Zerbe,LGBT people from Ohio
Peter Adair,LGBT people from California
Alexander James Adams,LGBT people from California
Ryland Adams,LGBT people from California
Calpernia Addams,LGBT people from California
Ray Aghayan,LGBT people from California
Andrew Ahn,LGBT people from California
Tita Aida,LGBT people from California
Francisco X. Alarcón,LGBT people from California
Monique Alexander,LGBT people from California
Chad Allen (actor),LGBT people from California
Samantha Leigh Allen,LGBT people from California
Eric Allman,LGBT people from California
Stephanie Allynne,LGBT people from California
Sheldon Andelson,LGBT people from California
Darla K. Anderson,LGBT people from California
Lucy Hicks Anderson,LGBT people from California
Marc Andreyko,LGBT people from California
Kenneth Anger,LGBT people from California
Ser Anzoategui,LGBT people from California
Ryka Aoki,LGBT people from California
Francisco Aragón,LGBT people from California
Gregg Araki,LGBT people from California
Billie Joe Armstrong,LGBT people from California
Alexis Arquette,LGBT people from California
Dorothy Arzner,LGBT people from California
Brian Asawa,LGBT people from California
Toni Atkins,LGBT people from California
Gerald Ayres,LGBT people from California
Don Bachardy,LGBT people from California
Jon Robin Baitz,LGBT people from California
James Robert Baker,LGBT people from California
Ireland Baldwin,LGBT people from California
Cassandra Bankson,LGBT people from California
Anastasia Baranova,LGBT people from California
Tim Barela,LGBT people from California
Billy Barnes (composer),LGBT people from California
Derrick Barry,LGBT people from California
Joshua Bassett (actor),LGBT people from California
Meredith Baxter,LGBT people from California
Celeste Beard,LGBT people from California
Ryan Beatty,LGBT people from California
Brad Bell (producer),LGBT people from California
Lisa Ben,LGBT people from California
Brenda Benet,LGBT people from California
Ashley Benson,LGBT people from California
Nate Berkus,LGBT people from California
Christopher Bernau,LGBT people from California
Tom Bianchi,LGBT people from California
Frank Bidart,LGBT people from California
Alexandra Billings,LGBT people from California
Bernice Bing,LGBT people from California
George Birimisa,LGBT people from California
Jacob Bixenman,LGBT people from California
Dustin Lance Black,LGBT people from California
Rebecca Black,LGBT people from California
Tyler Blackburn,LGBT people from California
Elliott Blackstone,LGBT people from California
Katja Blichfeld,LGBT people from California
Cynthia Bond,LGBT people from California
Mike Bonin,LGBT people from California
Chaz Bono,LGBT people from California
Roddy Bottum,LGBT people from California
Howard Bragman,LGBT people from California
Maia Brewton,LGBT people from California
Patrick Bristow,LGBT people from California
James Broughton,LGBT people from California
Lilia Buckingham,LGBT people from California
Victor Buono,LGBT people from California
Jennifer Burney,LGBT people from California
Harry Bush (artist),LGBT people from California
Christopher Cabaldon,LGBT people from California
John Cage,LGBT people from California
Loren Cameron,LGBT people from California
Jennifer Campbell,LGBT people from California
David Campos,LGBT people from California
Rachael Cantu,LGBT people from California
Charlie Carver,LGBT people from California
Cassandra Cass,LGBT people from California
Richard Chamberlain,LGBT people from California
Becky Chambers (author),LGBT people from California
Marc Cherry,LGBT people from California
Craig Chester,LGBT people from California
Tamara Ching,LGBT people from California
Margaret Cho,LGBT people from California
Lisa Cholodenko,LGBT people from California
Cecilia Chung,LGBT people from California
Margaret Chung,LGBT people from California
Landon Cider,LGBT people from California
Chris Clark (politician),LGBT people from California
Cam Clarke,LGBT people from California
Jamie Clayton,LGBT people from California
Miss Cleo,LGBT people from California
Gary Cloutier,LGBT people from California
Lisa Coleman (musician),LGBT people from California
Chris Colfer,LGBT people from California
Jess Collins,LGBT people from California
Zebedy Colt,LGBT people from California
Camila María Concepción,LGBT people from California
Matt Conn,LGBT people from California
Bernard Cooper,LGBT people from California
Dennis Cooper,LGBT people from California
Jeanne Córdova,LGBT people from California
Michael Costello (fashion designer),LGBT people from California
Henry Cowell,LGBT people from California
James Crabe,LGBT people from California
Richard Cragun,LGBT people from California
Elysia Crampton,LGBT people from California
Cheryl Crane,LGBT people from California
Leanna Creel,LGBT people from California
Vincent Crisostomo,LGBT people from California
Richard Cromwell (actor),LGBT people from California
Shane Bitney Crone,LGBT people from California
Conrad Cummings,LGBT people from California
Andrew Cunanan,LGBT people from California
Jaye Davidson,LGBT people from California
Frenchie Davis,LGBT people from California
Vaginal Davis,LGBT people from California
Shane Dawson,LGBT people from California
Deadlee,LGBT people from California
Ellen DeGeneres,LGBT people from California
Donna Deitch,LGBT people from California
Blu del Barrio,LGBT people from California
Adore Delano,LGBT people from California
Skylar Deleon,LGBT people from California
Carl DeMaio,LGBT people from California
Skin Diamond,LGBT people from California
Angela Dimayuga,LGBT people from California
Harry Dodge,LGBT people from California
Doja Cat,LGBT people from California
Herb Donaldson (lawyer),LGBT people from California
Arthur Dong,LGBT people from California
Doodler,LGBT people from California
Issan Dorsey,LGBT people from California
Sally Dryer,LGBT people from California
Edward C. DuMont,LGBT people from California
Isadora Duncan,LGBT people from California
Robert Duncan (poet),LGBT people from California
Larry Duplechan,LGBT people from California
Clea DuVall,LGBT people from California
Jennie Eisenhower,LGBT people from California
Mark Eitzel,LGBT people from California
Felicia Elizondo,LGBT people from California
Bret Easton Ellis,LGBT people from California
Megan Ellison,LGBT people from California
Esther Eng,LGBT people from California
Eli Erlick,LGBT people from California
Guy Erwin,LGBT people from California
Bree Essrig,LGBT people from California
Amazon Eve,LGBT people from California
Blake McIver Ewing,LGBT people from California
Leslie Ewing,LGBT people from California
Elizabeth Falkner,LGBT people from California
Tim Federle,LGBT people from California
Beanie Feldstein,LGBT people from California
Fergie (singer),LGBT people from California
Elliot Fletcher,LGBT people from California
Travis Flores,LGBT people from California
Miya Folick,LGBT people from California
Colton Ford,LGBT people from California
Erin Foster,LGBT people from California
Jim Foster (activist),LGBT people from California
Jodie Foster,LGBT people from California
Jimmy Fowlie,LGBT people from California
Jim French (photographer),LGBT people from California
Lonnie Frisbee,LGBT people from California
Sarah Gailey,LGBT people from California
Jack Bee Garland,LGBT people from California
Alicia Garza,LGBT people from California
Erica Gavin,LGBT people from California
Raja Gemini,LGBT people from California
Nats Getty,LGBT people from California
Gigi Goode,LGBT people from California
Sara Gilbert,LGBT people from California
Mike Gin,LGBT people from California
Brandi Glanville,LGBT people from California
John Glines,LGBT people from California
Todd Gloria,LGBT people from California
Goddess Bunny,LGBT people from California
Kyell Gold,LGBT people from California
John Goldwyn,LGBT people from California
Georgette Gómez,LGBT people from California
David B. Goodstein,LGBT people from California
Gottmik,LGBT people from California
Tiffany Gouché,LGBT people from California
Ted Graber,LGBT people from California
Joey Graceffa,LGBT people from California
Farley Granger,LGBT people from California
Devon Graye,LGBT people from California
Jamison Green,LGBT people from California
Richard Grenell,LGBT people from California
Alexandra Grey,LGBT people from California
Thomas Guerra,LGBT people from California
Aurora Guerrero,LGBT people from California
Chaya Gusfield,LGBT people from California
Jennicet Gutiérrez,LGBT people from California
William Haines,LGBT people from California
Steve Clark Hall,LGBT people from California
Fred Halsted,LGBT people from California
Barbara Hammer,LGBT people from California
Buddy Handleson,LGBT people from California
Jean Harris (activist),LGBT people from California
Hannah Hart,LGBT people from California
Richard Hawkins (artist),LGBT people from California
Gerald Haxton,LGBT people from California
Alexandra Hedison,LGBT people from California
Rebecca Heineman,LGBT people from California
Rebecca Hensler,LGBT people from California
Frank Hershey,LGBT people from California
Madison Hildebrand,LGBT people from California
Mary Ann Horton,LGBT people from California
Jenelle Hutcherson,LGBT people from California
Kate Hutton,LGBT people from California
Manu Intiraymi,LGBT people from California
Paris Jackson,LGBT people from California
Taliesin Jaffe,LGBT people from California
Branden James,LGBT people from California
Lotta Hetler James,LGBT people from California
Sir Lady Java,LGBT people from California
Martin Jenkins,LGBT people from California
Tom Jennings,LGBT people from California
Jelena Jensen,LGBT people from California
Phil Jimenez,LGBT people from California
EJ Johnson,LGBT people from California
Gloria Johnson (activist),LGBT people from California
Angelina Jolie,LGBT people from California
Denise Juneau,LGBT people from California
Nik Kacy,LGBT people from California
Karin Kallmaker,LGBT people from California
Candye Kane,LGBT people from California
Katastrophe (rapper),LGBT people from California
Patrick Kearney,LGBT people from California
Kehlani,LGBT people from California
Keith Kerr,LGBT people from California
Larry Kert,LGBT people from California
Morris Kight,LGBT people from California
Isis King,LGBT people from California
Tommy Kirk,LGBT people from California
Aaron Kirman,LGBT people from California
Hayley Kiyoko,LGBT people from California
Lori Klein (rabbi),LGBT people from California
Dave Koz,LGBT people from California
Randy Kraft,LGBT people from California
Anne Kronenberg,LGBT people from California
Larissa Lai,LGBT people from California
John Laird (American politician),LGBT people from California
Derek Lam,LGBT people from California
Adam Lambert,LGBT people from California
Christopher Landon (filmmaker),LGBT people from California
Jack Larson,LGBT people from California
Rob Latham,LGBT people from California
Mélange Lavonne,LGBT people from California
Terra Lawson-Remer,LGBT people from California
Nick Lazzarini,LGBT people from California
Christopher Lee (activist),LGBT people from California
Jesse Leigh,LGBT people from California
Tom Lenk,LGBT people from California
Harvey Levin,LGBT people from California
Jeff Lewis (real estate speculator),LGBT people from California
Liberace,LGBT people from California
Madeleine Lim,LGBT people from California
Erica Lindbeck,LGBT people from California
Elliott Linwood,LGBT people from California
AzMarie Livingston,LGBT people from California
Harold Lloyd Jr.,LGBT people from California
Arnold Lobel,LGBT people from California
John Logan (writer),LGBT people from California
Lance Loud,LGBT people from California
Oscar Loya,LGBT people from California
Carrie Ann Lucas,LGBT people from California
Venus Lux,LGBT people from California
Manila Luzon,LGBT people from California
Jane Lynch,LGBT people from California
Taylor Mac,LGBT people from California
Bob Mackie,LGBT people from California
Wendy MacNaughton,LGBT people from California
Rachel Maddow,LGBT people from California
Honey Mahogany,LGBT people from California
Rafael Mandelman,LGBT people from California
Manny MUA,LGBT people from California
Alec Mapa,LGBT people from California
Jasmine Masters,LGBT people from California
Dan Mathews,LGBT people from California
Lon McCallister,LGBT people from California
Scott McGehee,LGBT people from California
Howard McGillin,LGBT people from California
Kelly McGillis,LGBT people from California
Seanan McGuire,LGBT people from California
Bonnie McKee,LGBT people from California
Rod McKuen,LGBT people from California
Miles McMillan,LGBT people from California
Josh McNey,LGBT people from California
Kristy McNichol,LGBT people from California
Carmen McRae,LGBT people from California
Wendy Melvoin,LGBT people from California
Brenton Metzler,LGBT people from California
Lisa Middleton,LGBT people from California
Joshua John Miller,LGBT people from California
Mayhem Miller (drag queen),LGBT people from California
Tony Miller (California politician),LGBT people from California
Deborah A. Miranda,LGBT people from California
James Mitchell (actor),LGBT people from California
Janet Mock,LGBT people from California
Casey Mongillo,LGBT people from California
Richard Montague,LGBT people from California
Trevi Moran,LGBT people from California
Marion Morgan (choreographer),LGBT people from California
Rachel Morrison,LGBT people from California
Deroy Murdock,LGBT people from California
Timothy Patrick Murphy,LGBT people from California
Max Mutchnick,LGBT people from California
Mxmtoon,LGBT people from California
George Nader,LGBT people from California
Lynn Nakamoto,LGBT people from California
Niecy Nash,LGBT people from California
Michael Nava,LGBT people from California
Ray Navarro,LGBT people from California
Alla Nazimova,LGBT people from California
Taylor Negron,LGBT people from California
Bao Nguyen,LGBT people from California
Ingrid Nilsen,LGBT people from California
MK Nobilette,LGBT people from California
John Noguez,LGBT people from California
Connie Norman,LGBT people from California
Frank Ocean,LGBT people from California
Ryan O'Connell,LGBT people from California
Mitch O'Farrell,LGBT people from California
Christina Olague,LGBT people from California
Pauline Oliveros,LGBT people from California
Tatum O'Neal,LGBT people from California
Robert Opel,LGBT people from California
Kenny Ortega,LGBT people from California
James Oseland,LGBT people from California
Corbett O'Toole,LGBT people from California
Dick Pabich,LGBT people from California
Steve Padilla,LGBT people from California
Cheyenne Parker (model),LGBT people from California
Kenneth Parnell,LGBT people from California
Harry Partch,LGBT people from California
Cameron Partridge,LGBT people from California
Caroline Paul,LGBT people from California
Trisha Paytas,LGBT people from California
Troy Perry,LGBT people from California
Yasmine Petty,LGBT people from California
Ben Platt,LGBT people from California
Walter Plunkett,LGBT people from California
Tyler Posey,LGBT people from California
Steve Pougnet,LGBT people from California
Kid Congo Powers,LGBT people from California
Chanda Prescod-Weinstein,LGBT people from California
Billy Preston,LGBT people from California
Ruben Quesada,LGBT people from California
D. Michael Quinn,LGBT people from California
Kori Rae,LGBT people from California
Justin Raimondo,LGBT people from California
Dack Rambo,LGBT people from California
Vicki Randle,LGBT people from California
Raven (drag queen),LGBT people from California
John Rechy,LGBT people from California
Caitriona Reed,LGBT people from California
Nina Revoyr,LGBT people from California
Verónica Reyes,LGBT people from California
Conrad Ricamora,LGBT people from California
Christopher Rice,LGBT people from California
Mitrice Richardson,LGBT people from California
Ricky Rebel,LGBT people from California
Sally Ride,LGBT people from California
Emily Rios,LGBT people from California
Bell T. Ritchie,LGBT people from California
Alexis Marie Rivera,LGBT people from California
Brandan Robertson,LGBT people from California
Frank M. Robinson,LGBT people from California
Rock M. Sakura,LGBT people from California
Frankie A. Rodriguez,LGBT people from California
Richard Rodriguez,LGBT people from California
Vincent Rodriguez III,LGBT people from California
Megan Rohrer,LGBT people from California
Bill Rosendahl,LGBT people from California
Ben Levi Ross,LGBT people from California
Latrice Royale,LGBT people from California
RuPaul,LGBT people from California
Dylan Ryan,LGBT people from California
Kay Ryan,LGBT people from California
Hailie Sahar,LGBT people from California
Victor Salva,LGBT people from California
Matt Sanchez,LGBT people from California
Autumn Sandeen,LGBT people from California
Erin Sanders,LGBT people from California
Sapphire (author),LGBT people from California
Dick Sargent,LGBT people from California
José Sarria,LGBT people from California
Mia Satya,LGBT people from California
John Saul,LGBT people from California
Savannah (actress),LGBT people from California
Rand Schrader,LGBT people from California
Benji Schwimmer,LGBT people from California
Daniela Sea,LGBT people from California
Julia Serano,LGBT people from California
Adam Shankman,LGBT people from California
Lori Shannon,LGBT people from California
Sarah Gertrude Shapiro,LGBT people from California
Maia Sharp,LGBT people from California
Alia Shawkat,LGBT people from California
Jenny Shimizu,LGBT people from California
Jasmine Shimoda,LGBT people from California
Sab Shimono,LGBT people from California
Judee Sill,LGBT people from California
Dexter Simmons,LGBT people from California
Oliver Sipple,LGBT people from California
Sir Babygirl,LGBT people from California
Sister Roma,LGBT people from California
Alicia Sixtos,LGBT people from California
Coral Smith,LGBT people from California
Evander Smith,LGBT people from California
Jaden Smith,LGBT people from California
Justice Smith,LGBT people from California
Willow Smith,LGBT people from California
Anthony Veasna So,LGBT people from California
Kevin Spacey,LGBT people from California
Brenda Spencer,LGBT people from California
Jack Spicer,LGBT people from California
Darren Star,LGBT people from California
Jeffree Star,LGBT people from California
Darryl Stephens,LGBT people from California
Dennis Cleveland Stewart,LGBT people from California
Jamie Stewart (musician),LGBT people from California
Randy Stone,LGBT people from California
Syd (singer),LGBT people from California
Sylvester (singer),LGBT people from California
Mark Takano,LGBT people from California
George Takei,LGBT people from California
Norma Tanega,LGBT people from California
Michelle Tea,LGBT people from California
Valerie Terrigno,LGBT people from California
Mark Thompson (author),LGBT people from California
Tessa Thompson,LGBT people from California
Stuart Timmons,LGBT people from California
Tinashe,LGBT people from California
Josie Totah,LGBT people from California
Larry Townsend,LGBT people from California
Wu Tsang,LGBT people from California
Zoey Tur,LGBT people from California
Basil Twist,LGBT people from California
Virginia Uribe,LGBT people from California
Valentina (drag queen),LGBT people from California
Stephen van Dyck,LGBT people from California
Kirsten Vangsness,LGBT people from California
Jennifer Veiga,LGBT people from California
Venus D-Lite,LGBT people from California
Del LaGrace Volcano,LGBT people from California
Jane Wagner,LGBT people from California
Vaughn Walker,LGBT people from California
Charles Walters,LGBT people from California
Mike Webb (radio host),LGBT people from California
Mel White,LGBT people from California
Mike White (filmmaker),LGBT people from California
Willy Wilkinson,LGBT people from California
Michael J. Willett,LGBT people from California
Ellen Dinalo Williams,LGBT people from California
Rozz Williams,LGBT people from California
Kalil Wilson,LGBT people from California
Mara Wilson,LGBT people from California
Paul Winfield,LGBT people from California
Bob Wolfe,LGBT people from California
BD Wong,LGBT people from California
Jack Wrangler,LGBT people from California
Alice Wu,LGBT people from California
Reuben Zellman,LGBT people from California
Bryan Batt,LGBT people from Louisiana
David Begnaud,LGBT people from Louisiana
Big Freedia,LGBT people from Louisiana
Katherine Brooks,LGBT people from Louisiana
Jericho Brown,LGBT people from Louisiana
Van Cliburn,LGBT people from Louisiana
Florence Converse,LGBT people from Louisiana
Brittany CoxXx,LGBT people from Louisiana
Steven Daigle,LGBT people from Louisiana
Stormy Daniels,LGBT people from Louisiana
Bianca Del Rio,LGBT people from Louisiana
Chi Chi DeVayne,LGBT people from Louisiana
Ronald Dominique,LGBT people from Louisiana
Alice Dunbar Nelson,LGBT people from Louisiana
Louis Edmonds,LGBT people from Louisiana
Reed Erickson,LGBT people from Louisiana
Wesley Eure,LGBT people from Louisiana
Fly Young Red,LGBT people from Louisiana
Selena Forrest,LGBT people from Louisiana
Mary Gauthier,LGBT people from Louisiana
Scotty Granger,LGBT people from Louisiana
Toni Graphia,LGBT people from Louisiana
Greg Herren,LGBT people from Louisiana
Anita C. Hill,LGBT people from Louisiana
Tony Jackson (pianist),LGBT people from Louisiana
Punkie Johnson,LGBT people from Louisiana
Dawn Laguens,LGBT people from Louisiana
Don Lemon,LGBT people from Louisiana
John Bentley Mays,LGBT people from Louisiana
Casey McQuiston,LGBT people from Louisiana
Delisa Newton,LGBT people from Louisiana
Katey Red,LGBT people from Louisiana
Parker Tyler,LGBT people from Louisiana
Christeene Vale,LGBT people from Louisiana
Jon Vincent,LGBT people from Louisiana
Darren Walker,LGBT people from Louisiana
10 Hours of Walking in NYC as a Woman,2010s feminist films
20th Century Women,2010s feminist films
Albert Nobbs,2010s feminist films
Alice in Wonderland (2010 film),2010s feminist films
Aruvi,2010s feminist films
Ask for Jane,2010s feminist films
Assassination Nation,2010s feminist films
The Assistant (2019 film),2010s feminist films
Bad Moms,2010s feminist films
Battle of the Sexes (2017 film),2010s feminist films
The Beguiled (2017 film),2010s feminist films
Big Eyes,2010s feminist films
Black Christmas (2019 film),2010s feminist films
Bol (film),2010s feminist films
Bombshell (2019 film),2010s feminist films
Brave (2012 film),2010s feminist films
Brimstone (2016 film),2010s feminist films
Captain Marvel (film),2010s feminist films
Carol (film),2010s feminist films
Charlie's Angels (2019 film),2010s feminist films
Las constituyentes,2010s feminist films
Damsel (2018 film),2010s feminist films
A Dark Reflection,2010s feminist films
Derby Crazy Love,2010s feminist films
Dolly Kitty Aur Woh Chamakte Sitare,2010s feminist films
Dumplin' (film),2010s feminist films
Ek Thi Marium,2010s feminist films
EveryBODYisflawless,2010s feminist films
For Colored Girls,2010s feminist films
Foxfire: Confessions of a Girl Gang (film),2010s feminist films
Gerald's Game (film),2010s feminist films
Ghostbusters (2016 film),2010s feminist films
A Girl Walks Home Alone at Night,2010s feminist films
Grandma (film),2010s feminist films
Hannah Arendt (film),2010s feminist films
Hannah Gadsby: Nanette,2010s feminist films
